型号,brand,index_zol,price,OLED,IP,full_screen,screen_per,screen_size,back_cam_lst,back_cam_num,back_cam_1,back_cam_2,back_cam_3,back_cam_4,back_cam_5,front_cam_lst,front_cam_num,front_cam_1,front_cam_2,front_cam_3,front_cam_4,front_cam_5,CPU_brand,CPU,ram,rom,5G,dpi,ppi,size,device_length,device_width,device_thickness,fingerprint_type,release_date,releaseY,releaseM,wireless_charge,quick_charge,battery_vol
华为Mate30（8GB/128GB/全网通/5G版/素皮版）参数,华为手机,1293878,,1,IP53,1,,6.62,4000万像素主摄镜头+1600万像素超广角镜头+800万像素长焦镜头高清级像素高清像素手机>,3,4000,1600,800,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 990 5G手机性能排行>,8,128,1,2340x1080,389ppi,160.8*76.1*9.2mm,160.8,76.1,9.2,屏幕指纹 ,2019年11月01日,2019,11,1,1,4200
华为Mate X2（全网通/5G版）参数,华为手机,1336507,,1,,1,87.7,8,4000万像素+1600万像素+800万像素+华为Time-of-Flight（ToF）摄像头高清级像素高清像素手机>,3,4000,1600,800,,,,0,,,,,,,,,,1,2480x2200,413ppi,"展开：161.3x146.2x5.4mm
折叠：161.3x78.5x11mm",161.3,146.2,5.4,,,,,,1,4500
华为P50（全网通/5G版）参数,华为手机,1326884,,,,1,,,,0,,,,,,,0,,,,,,,,6,64,1,,,,,,,,,,,,,
华为Mate40 Pro（全网通/5G版）参数,华为手机,1337287,,1,,1,,,10800万像素高清级像素高清像素手机>,1,10800,,,,,,0,,,,,,海思,海思 麒麟9000手机性能排行>,8,128,1,2640x1200,,,,,,屏幕指纹 ,2020年>,2020,,,,
华为nova青春版（移动全网通）参数,华为手机,1202606,,,,,70.66,5.2,1200万像素>高清级像素高清像素手机>,1,1200,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,海思,海思 麒麟 658更多海思 麒麟 658手机>，手机性能排行>,4,64,,1920x1080,424ppi,146.5x72x7.2mm,146.5,72,7.2,后置指纹 ,2017年03月24日,2017,03,,1,3000
华为Mate 20 MAX（全网通）参数,华为手机,1230270,,1,,,93,7,1600万像素+2400万像素+800万像素高清级像素高清像素手机>,3,1600,2400,800,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 980更多海思 麒麟 980手机>，手机性能排行>,8,256,,3840x2160,629ppi,,,,,,2018年>,2018,,,1,4200
华为Mate40 保时捷版（全网通/5G版）参数,华为手机,1337290,,1,,1,,,10800万像素高清级像素高清像素手机>,1,10800,,,,,,0,,,,,,海思,海思 麒麟9000手机性能排行>,8,128,1,2640x1200,,,,,,屏幕指纹 ,2020年>,2020,,,,
华为P40 Pro（8GB/512GB/全网通/5G版）参数,华为手机,1316638,,1,IP68,1,,6.58,5000万像素超感知镜头+4000万像素超广角镜头+1200万像素超感光长焦镜头+3D深感摄像头高清级像素高清像素手机>,4,5000,4000,1200,3,,3200万像素+景深摄像头高清级像素高像素自拍手机>,1,3200,,,,,海思,海思 麒麟 990 5G手机性能排行>,8,512,1,2640x1200,441ppi,158.2x72.6x8.95mm,158.2,72.6,8.95,屏幕指纹 ,2020年4月8日,2020,4,1,1,4200
华为畅享9（4GB/64GB/全网通）参数,华为手机,1245419,,,,,80.03,6.26,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙450手机性能排行>,4,64,,1520x720,269ppi,158.92x76.91x8.1mm,158.92,76.91,8.1,,2018年12月,2018,12,,,4000
华为畅享7（3GB RAM/移动全网通）参数,华为手机,1202584,,,,,67.63,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙425（MSM8917）更多高通 骁龙425（MSM8917）手机>，手机性能排行>,3,32,,1280x720,294ppi,143.5x71x8.05mm,143.5,71,8.05,后置指纹 ,2017年07月,2017,07,,,3020
华为畅享10e（4GB/128GB/全网通）参数,华为手机,1313058,,,,1,88.4,6.3,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 MT6765手机性能排行>,4,128,,1600x720,267ppi,159.07x74.06x9.04mm,159.07,74.06,9.04,,2020年3月5日,2020,3,,1,5000
华为Mate 11（全网通）参数,华为手机,1185759,,,,1,,6.6,,0,,,,,,,0,,,,,,海思,海思 麒麟 980更多海思 麒麟 980手机>，手机性能排行>,6,64,,,,152x77x7mm,152,77,7,,2018年09月,2018,09,,1,
华为畅享10S（4GB/128GB/全网通）参数,华为手机,1327074,,1,,1,,6.3,4800万像素主镜头+800万像素超广角镜头+200万像素景深镜头高清级像素高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,海思,海思 麒麟 710F手机性能排行>,4,128,1,2400x1080,417ppi,157.4x73.2x7.75mm,157.4,73.2,7.75,屏幕指纹 ,2019年11月,2019,11,,,4000
华为P Smart Z（全网通）参数,华为手机,1270310,,,,,,6.5,1600万像素+200万像素高清级像素高清像素手机>,2,1600,200,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,4,64,,2340x1080,396ppi,,,,,后置指纹 ,2019年>,2019,,,,4000
华为Maya（全网通）参数,华为手机,1164564,,,,,,,,0,,,,,,,0,,,,,,联发科,联发科 MT6737T手机性能排行>,2,,,,,,,,,,2017年>,2017,,,,2920
华为畅享8 Plus（全网通）参数,华为手机,1210102,,,,1,76.66,5.93,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,1600万像素+200万像素高清级像素高像素自拍手机>,2,1600,200,,,,海思,海思 麒麟 659手机性能排行>,4,64,,2160x1080,407ppi,157.2x75.3x7.89mm,157.2,75.3,7.89,后置指纹 ,2018年03月,2018,03,,,4000
华为P30（6GB RAM/全网通）参数,华为手机,1264248,,1,IP53,1,85.85,6.1,4000万像素+1600万像素+800万像素高清级像素 样张秀>，高清像素手机>,3,4000,1600,800,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,海思,海思 麒麟 980更多海思 麒麟 980手机>，手机性能排行>,6,128,1,2340x1080,422ppi,149.1x71.36x7.57mm,149.1,71.36,7.57,屏幕指纹 ,2019年04月,2019,04,,1,3650
华为畅享10（6GB/128GB/全网通）参数,华为手机,1327071,,,,1,90.15,6.39,4800万像素+200万像素高清级像素 样张秀>，高清像素手机>,2,4800,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,海思,海思 麒麟 710F手机性能排行>,6,128,,1560x720,,159.81x76.13x8.13mm,159.81,76.13,8.13,,2019年10月18日,2019,10,,1,4000
华为Y7 Pro 2019（全网通）参数,华为手机,1253500,,,,,,6.26,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙450手机性能排行>,3,32,,1520x720,269ppi,,,,,,,,,,,4000
华为Mate 20 X（8GB RAM/全网通）参数,华为手机,1236349,,1,IP53,,87.83,7.2,4000万像素+2000万像素+800万像素高清级像素 样张秀>，高清像素手机>,3,4000,2000,800,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 980更多海思 麒麟 980手机>，手机性能排行>,8,256,,2244x1080,346ppi,174.6x85.4x8.15mm,174.6,85.4,8.15,,2018年10月26日,2018,10,,1,5000
华为畅享10e（4GB/64GB/全网通）参数,华为手机,1288918,,,,1,88.4,6.3,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 MT6765手机性能排行>,4,64,,1600x720,267ppi,159.07x74.06x9.04mm,159.07,74.06,9.04,,2020年3月5日,2020,3,,1,5000
华为Y5 Lite（全网通）参数,华为手机,1208677,,,,,,,,0,,,,,,,0,,,,,,联发科,联发科 MT6737更多联发科 MT6737手机>，手机性能排行>,,,,854x480,,,,,,,2018年>,2018,,,,
华为nova 3e（全网通）参数,华为手机,1207608,,,,1,80.46,5.84,1600万像素+200万像素高清级像素 样张秀>，高清像素手机>,2,1600,200,,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 659手机性能排行>,4,64,,2280x1080,432ppi,148.6x71.2x7.4mm,148.6,71.2,7.4,后置指纹 ,2018年03月,2018,03,,1,3000
华为P30（8GB/128GB/全网通）参数,华为手机,1315681,,1,IP53,1,85.85,6.1,4000万像素+1600万像素+800万像素高清级像素 样张秀>，高清像素手机>,3,4000,1600,800,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,海思,海思 麒麟 980更多海思 麒麟 980手机>，手机性能排行>,8,128,1,2340x1080,422ppi,149.1x71.36x7.57mm,149.1,71.36,7.57,屏幕指纹 ,2019年04月,2019,04,,1,3650
华为P30 Lite（全网通）参数,华为手机,1249467,,,,1,,6.15,4000万像素+2000万像素+2000万像素高清级像素高清像素手机>,3,4000,2000,2000,,,2400高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,6,64,,1920x1080,,,,,,后置指纹 ,2019年>,2019,,,,3240
华为畅享9（4GB/128GB/全网通）参数,华为手机,1315489,,,,,80.03,6.26,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙450手机性能排行>,4,128,,1520x720,269ppi,158.92x76.91x8.1mm,158.92,76.91,8.1,,2018年12月,2018,12,,,4000
华为Mate30 Pro青春版（全网通/5G版）参数,华为手机,1337762,,1,IP68,1,,6.53,3200万像素+1600万像素高清级像素高清像素手机>,2,3200,1600,,,,,0,,,,,,海思,海思 麒麟 990 5G手机性能排行>,8,512,1,2400x1176,,158.1x73.1x9.5mm,158.1,73.1,9.5,屏幕指纹 ,2020年>,2020,,1,1,4500
华为Y8p（4GB/128GB/全网通）参数,华为手机,1323961,,1,,1,90.17,6.3,4800万像素主镜头+800万像素超广角镜头+200万像素景深镜头高清级像素高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,海思,海思 麒麟 710F手机性能排行>,6,64,,2400x1080,,157.4x73.2x7.75mm,157.4,73.2,7.75,屏幕指纹 ,2019年11月,2019,11,,,4000
华为麦芒7（全网通）参数,华为手机,1227167,,,,1,81,6.3,2000万像素+200万像素高清级像素高清像素手机>,2,2000,200,,,,2400万像素+200万像素高清级像素高像素自拍手机>,2,2400,200,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,6,64,,2340x1080,409ppi,158.3x75.3x7.6mm,158.3,75.3,7.6,,2018年09月,2018,09,,1,3750
华为Mate Xs（8GB/512GB/全网通/5G版）参数,华为手机,1303051,,1,,1,87.7,8,4000万像素+1600万像素+800万像素+华为Time-of-Flight（ToF）摄像头高清级像素高清像素手机>,3,4000,1600,800,,,,0,,,,,,海思,海思 麒麟 990 5G手机性能排行>,8,512,1,2480x2200,413ppi,"展开：161.3x146.2x5.4mm
折叠：161.3x78.5x11mm",161.3,146.2,5.4,,,,,,1,4500
华为畅享10（4GB/128GB/全网通）参数,华为手机,1297078,,,,1,90.15,6.39,4800万像素+200万像素高清级像素 样张秀>，高清像素手机>,2,4800,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,海思,海思 麒麟 710F手机性能排行>,4,128,,1560x720,,159.81x76.13x8.13mm,159.81,76.13,8.13,,2019年10月18日,2019,10,,1,4000
华为nova 5i（8GB/128GB/全网通）参数,华为手机,1280628,,,,1,83.96,6.4,2400万像素+800万像素+200万像素+200万像素TOF镜头高清级像素高清像素手机>,4,2400,800,200,200,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,8,128,1,2310x1080,398ppi,159.1x75.9x8.3mm,159.1,75.9,8.3,后置指纹 ,2019年6月21,2019,6,,,4000
华为畅享Z（6GB/128GB/全网通/5G版）参数,华为手机,1324693,,,,1,91.2,6.5,4800万像素+800万像素+200万像素高清级像素高清像素手机>,3,4800,800,200,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,联发科,联发科 天玑800手机性能排行>,6,128,1,2400x1080,405ppi,约160x75.32x8.35mm,160,75.32,8.35,侧面指纹 ,2020年06月1日,2020,06,,1,4000
华为Mate S2（移动4G）参数,华为手机,1141601,,,,,,5.5,1600万像素>高清级像素高清像素手机>,1,1600,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,海思,海思 麒麟 960更多海思 麒麟 960手机>，手机性能排行>,4,,,,,,,,,,,,,,,3500
华为nova 4e（4GB RAM/全网通）参数,华为手机,1262040,,,,1,,6.15,2400万像素广角镜头+800万像素超广角镜头+200万像素虚化镜头高清级像素高清像素手机>,3,2400,800,200,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,4,128,,2312x1080,415ppi,152.9x72.7x7.4mm,152.9,72.7,7.4,后置指纹 ,2019年03月,2019,03,,1,3340
华为畅享MAX（全网通）参数,华为手机,1234415,,,,,83.46,7.12,1600万像素+200万像素高清级像素高清像素手机>,2,1600,200,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙660AIE手机性能排行>,4,64,1,2244x1080,350ppi,177.57x86.24x8.48mm,177.57,86.24,8.48,后置指纹 ,2018年10月15,2018,10,,,5000
华为畅享9 Plus（4GB/128GB/全网通）参数,华为手机,1315447,,,,1,90,6.5,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,1600万像素+200万像素高清级像素高像素自拍手机>,2,1600,200,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,4,128,,2340x1080,396ppi,162.4x77.1x8.05mm,162.4,77.1,8.05,后置指纹 ,2018年10月20日,2018,10,,,4000
华为nova 2青春版（全网通）参数,华为手机,1207760,,,,1,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,后置指纹 ,2018年>,2018,,,,
华为Mate30 Pro（8GB/256GB/全网通/5G版/玻璃版）参数,华为手机,1265181,,1,IP68,1,,6.53,4000万像素电影超广角镜头+4000万像素超感光镜头+800万像素长焦镜头+3D深感镜头高清级像素高清像素手机>,4,4000,4000,800,3,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,海思,海思 麒麟 990 5G手机性能排行>,8,256,1,2400x1176,,158.1x73.1x8.8mm,158.1,73.1,8.8,屏幕指纹 ,2019年11月01日,2019,11,1,1,4500
华为nova 4（高配版/全网通）参数,华为手机,1246226,,,,1,91.8,6.4,4800万像素+1600万像素+200万像素高清级像素 样张秀>，高清像素手机>,3,4800,1600,200,,,2500万像素高清级像素高像素自拍手机>,1,2500,,,,,海思,海思 麒麟 970更多海思 麒麟 970手机>，手机性能排行>,8,128,,2310x1080,398ppi,157x75.1x7.77mm,157,75.1,7.77,后置指纹 ,2018年12月27日,2018,12,,1,3750
华为Mate30（8GB/256GB/全网通/5G版/素皮版）参数,华为手机,1293931,,1,IP53,1,,6.62,4000万像素主摄镜头+1600万像素超广角镜头+800万像素长焦镜头高清级像素高清像素手机>,3,4000,1600,800,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 990 5G手机性能排行>,8,256,1,2340x1080,389ppi,160.8*76.1*9.2mm,160.8,76.1,9.2,屏幕指纹 ,2019年11月01日,2019,11,1,1,4200
华为畅享9S（4GB/128GB/全网通）参数,华为手机,1315471,,,,1,89,6.21,2400万像素+1600万像素+200万像素高清级像素高清像素手机>,3,2400,1600,200,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,4,128,,2340x1080,415ppi,155.2x73.4x7.95mm,155.2,73.4,7.95,,2019年3月,2019,3,,1,3400
华为Y6 2018（全网通）参数,华为手机,1211178,,,,1,,5.7,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,,,2,16,,1440x720,282ppi,,,,,,2018年>,2018,,,,3000
华为Mate 20 X（8GB/256GB/全网通/5G版）参数,华为手机,1274859,,1,IP53,1,87.65,7.2,4000万像素+2000万像素+800万像素高清级像素高清像素手机>,3,4000,2000,800,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 980+ Balong 5000手机性能排行>,8,256,1,2244x1080,346ppi,174.6x85.4x8.38mm,174.6,85.4,8.38,后置指纹 ,2019年08月16日,2019,08,,1,4200
华为P30 Pro（8GB/512GB/全网通）参数,华为手机,1291822,,1,IP68,1,88.61,6.47,4000万像素+2000万像素+800万像素+TOF镜头高清级像素 样张秀>，高清像素手机>,3,4000,2000,800,,,3200万像素高清级像素高像素自拍手机>,1,3200,,,,,海思,海思 麒麟 980更多海思 麒麟 980手机>，手机性能排行>,8,512,1,2340x1080,398ppi,158x73.4x8.41mm,158,73.4,8.41,屏幕指纹 ,2019年04月,2019,04,1,1,4200
华为Y9 Prime（全网通）参数,华为手机,1249473,,,,1,,6.5,1600万像素+200万像素高清级像素高清像素手机>,2,1600,200,,,,1300万像素+200万像素高清级像素高像素自拍手机>,2,1300,200,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,4,64,,2340x1080,396ppi,,,,,后置指纹 ,2019年>,2019,,,,4000
华为畅享9 Plus（4GB RAM/全网通）参数,华为手机,1233875,,,,1,90,6.5,1300万像素+200万像素高清级像素高清像素手机>,2,1300,200,,,,1600万像素+200万像素高清级像素高像素自拍手机>,2,1600,200,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,4,64,,2340x1080,396ppi,162.4x77.1x8.05mm,162.4,77.1,8.05,后置指纹 ,2018年10月20日,2018,10,,,4000
华为麦芒6（全网通）参数,华为手机,1182274,,,,1,83,5.9,1600万像素+200万像素高清级像素 样张秀>，高清像素手机>,2,1600,200,,,,1300万像素+200万像素高清级像素高像素自拍手机>,2,1300,200,,,,海思,海思 麒麟 659游戏体验 重掉帧(击败36.15%手机)手机性能排行>,4,64,,2160x1080,409ppi,156.2x75.2x7.5mm,156.2,75.2,7.5,后置指纹 ,2017年09月,2017,09,,,3340
华为畅享20（6GB/128GB/全网通/5G版）参数,华为手机,1338399,,,,1,,6.6,1300万像素主摄镜头+800万像素超广角镜头+200万像素景深镜头高清级像素高清像素手机>,3,1300,800,200,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 MT6853 5G手机性能排行>,6,128,1,1600x720,266ppi,165.2x76x9.2mm,165.2,76,9.2,侧面指纹 ,2020年9月10日,2020,9,,1,5000
华为P20 Lite（全网通）参数,华为手机,1273767,,,,1,80.46,5.84,1600万像素+200万像素高清级像素高清像素手机>,2,1600,200,,,,2400万像素高清级像素高像素自拍手机>,1,2400,,,,,海思,海思 麒麟 710更多海思 麒麟 710手机>，手机性能排行>,4,64,,2280x1080,432ppi,148.6x71.2x7.4mm,148.6,71.2,7.4,后置指纹 ,2019年>,2019,,,1,3000
华为畅享7（2GB RAM/移动全网通）参数,华为手机,1202582,,,,,67.63,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,高通,高通 骁龙425（MSM8917）更多高通 骁龙425（MSM8917）手机>，手机性能排行>,2,16,,1280x720,294ppi,143.5x71x8.05mm,143.5,71,8.05,后置指纹 ,2017年07月,2017,07,,,3020
